Q. No,QuestionType,Blooms Category,Difficulty Level,Topic,QuestionText,MultipleAnswer Allowed,Option1,CA - 1,Option2,CA - 2,Option3,CA - 3,Option4,CA - 4,Option5,CA - 5,Error Flag
185,MULTICHOICE,Analysis,Average,"Security, Governance & Compliance",Analyze how Devin's Knowledge bus factor reduction claim works: 'Knowledge bus factor decreases when institutional knowledge is encoded in playbooks and knowledge notes rather than residing in individual engineers' heads.',N,"When a critical engineer leaves, their institutional knowledge (deployment procedures, debugging techniques, architecture decisions) is typically lost. If that knowledge is encoded in Knowledge notes and Playbooks, it persists in the platform's shared context layer — accessible to both human team members and Devin sessions. This reduces the risk of knowledge loss from attrition, making the team more resilient",1,Bus factor decreases because Devin replaces the need for multiple engineers,,This only applies if the departing engineer was the one who wrote the Knowledge notes,,"Knowledge bus factor is a theoretical concern — in practice, knowledge is always duplicated across team members naturally",,,,N
186,MULTICHOICE,Analysis,Difficult,"Security, Governance & Compliance","A client asks: 'If Devin has access to our Git repos and can push branches, what prevents it from modifying branch protection rules or security policies?' Analyze the access control model.",N,"Devin uses service account credentials with least-privilege access — the service account should be configured with code push permissions only, NOT admin permissions. Branch protection rules, repository settings, and security policies are admin-level controls that a properly scoped service account cannot modify. The architect must ensure the Git service account does not have admin/owner role on repositories",1,The platform prevents this through hardcoded restrictions in the agent logic regardless of credential permissions,,"Knowledge notes tell Devin to never modify security settings, and it follows these instructions",,This is prevented by the PR review process — any security policy change would require human approval,,,,N
187,MULTICHOICE,Analysis,Average,"Security, Governance & Compliance",Analyze the compliance value of Devin's 'reproducible from scratch' architecture property. How does it support audit requirements?,N,"Reproducibility means any session can be recreated from the same inputs (blueprint + prompt + context) to verify what happened. Auditors can: (1) confirm the environment was not tampered with (standard snapshot), (2) verify that the same inputs produce the same outputs (deterministic infrastructure), (3) trace the exact conditions under which a change was made. This supports evidence requirements for change management audits",1,Reproducibility has no compliance value — it is purely an operational convenience,,Reproducibility means all Devin output can be replayed like a video recording for auditors,,"Reproducibility only matters for incident forensics, not routine compliance audits",,,,N
188,MULTICHOICE,Analysis,Difficult,"Security, Governance & Compliance",A client's compliance team is concerned about 'AI decision-making in regulated code changes.' Analyze how Devin's architecture addresses this concern.,N,"Devin proposes changes but NEVER makes the final decision to ship — the human merge approval is the decision point. The architecture separates execution (agent: write code, run tests, open PR) from authorization (human: review, approve, merge). Compliance requirements for human authorization are satisfied by the mandatory review gate. The AI makes implementation decisions; humans make release decisions",1,"AI decision-making is not a concern because Devin follows deterministic rules, not AI judgment",,The concern is valid and Devin should not be used for regulated code — human engineers only,,Devin's session logs serve as the 'human decision record' since they show the reasoning process,,,,N
189,MULTICHOICE,Analysis,Difficult,"Security, Governance & Compliance",Analyze the data residency implications of Devin's architecture. A European client subject to GDPR asks where their code and data reside during sessions.,N,"Sessions run on VMs in specific regions — the architect must verify that the session execution region aligns with the client's data residency requirements. Code is processed in the VM (region-specific), secrets are injected at runtime (not persisted outside the session), and session logs are stored in the platform (region policies apply). The key architectural question is whether the VM region, platform storage, and any MCP transit paths all comply with the client's residency requirements",1,Code never leaves the client's Git server — Devin accesses it remotely without downloading,,GDPR does not apply to source code since it is not personal data,,All Devin sessions run in the US regardless of client location,,,,N
190,MULTICHOICE,Synthesis,Difficult,"Security, Governance & Compliance","Design a security governance framework for a Devin deployment that satisfies: least-privilege access, separation of duties, change traceability, and incident response capability.",N,"Least-privilege: repo-scoped secrets, service accounts with code-only permissions, no prod access. Separation of duties: agent implements (session) → automated checks verify (CI) → human authorizes (PR approval) — three distinct actors. Traceability: event trigger → session log → PR → CI results → merge commit → deploy pipeline — linked chain of evidence. Incident response: event-driven automation for triage + escalation path to human when agent cannot resolve. All enforced architecturally through platform configuration, not procedurally through documentation",1,A written security policy document that all engineers must acknowledge before using Devin,,Real-time monitoring dashboard with alerts when Devin accesses sensitive files,,Quarterly security audits of all Devin sessions by an external compliance firm,,,,N
191,MULTICHOICE,Synthesis,Difficult,"Security, Governance & Compliance","Design a compliance-aware automation architecture where every Devin-initiated change includes: trigger provenance, automated security scan, human approval record, and deployment tracking.",N,"Trigger event (logged with source ID) → Devin session (linked to trigger) → implementation → SAST/DAST scan as part of CI → PR (contains: trigger reference, session URL, scan results as status checks) → human review + approval (recorded in PR history) → merge triggers deployment pipeline (linked back to PR) → deployment record includes full provenance chain from trigger to production. Knowledge note ensures Devin includes traceability metadata in every PR description",1,Add a compliance sign-off form that humans fill out after each Devin PR is merged,,Configure Devin Review to flag any PR missing compliance metadata and block the merge,,Create a separate compliance tracking system outside of Git that mirrors all PR data,,,,N
192,MULTICHOICE,Synthesis,Difficult,"Security, Governance & Compliance","Design a network security architecture for Devin sessions that need access to: (1) GitHub (public), (2) internal Artifactory (private VPC), and (3) client Jira (corporate network behind ZPA). Balance security with functionality.",N,"GitHub: direct HTTPS access (public endpoint, no special configuration). Artifactory: configure blueprint with VPC connectivity (PrivateLink or VPN to client's AWS VPC where Artifactory lives, credentials in secrets). Jira: MCP server configured to route through ZPA connector (zero-trust access, no broad VPN needed). Each path is independently secured — failure of one connectivity method does not expose others. Network policies restrict VM egress to only these three destinations",1,Configure a single VPN that provides access to all three destinations simultaneously,,Use a forward proxy for all outbound connections that logs and filters all traffic,,Give the VM a public IP and configure security groups to allow all outbound traffic,,,,N
193,MULTICHOICE,Synthesis,Difficult,"Security, Governance & Compliance","Design an access control model for a Devin deployment where: development team can trigger sessions for any repo, security team can trigger SAST remediation campaigns, and management can view session status but not trigger sessions.",N,"Organizational RBAC: (1) Development team: session creation + repository access for their repos + secret access (repo-scoped). (2) Security team: session creation + cross-repo campaign permissions + SAST tool credentials (org-scoped for scanning). (3) Management: read-only access to session status, campaign dashboards, and PR outcomes — no session creation or secret access. Service accounts per role with appropriate scope. Branch protection prevents any role from bypassing the review gate",1,Single shared account for all roles with different Knowledge notes per team,,Separate Devin organizations per role with cross-org visibility configured,,All users get full access and trust organizational policy to prevent misuse,,,,N
194,MULTICHOICE,Synthesis,Difficult,"Security, Governance & Compliance","Design a secret lifecycle management process for Devin that covers: provisioning, injection, rotation, revocation, and emergency response.",N,"Provisioning: create dedicated service accounts with minimal permissions, store in platform secrets with appropriate scope. Injection: platform injects at session start (never in code/logs). Rotation: scheduled rotation with canary session to verify new credentials work. Revocation: immediately update platform secret value (all new sessions get revoked credential = graceful degradation, not continued access). Emergency: if compromise suspected, revoke service account at the provider level (instant, affects all sessions), then provision new credentials. Audit: log all secret access and rotation events",1,Store all secrets in a HashiCorp Vault and configure each session to authenticate independently,,Embed secrets in the blueprint so they are baked into the snapshot for fastest access,,Use short-lived tokens that expire every 15 minutes and are auto-renewed by the platform,,,,N
195,MULTICHOICE,Evaluation,Difficult,"Security, Governance & Compliance",A CISO states: 'AI agents writing code is inherently riskier than human engineers writing code.' Evaluate this claim in the context of Devin's architecture.,N,"The claim is nuanced: AI agents introduce different risks (potential for pattern-based mistakes at scale), but Devin's architecture adds controls that human development often lacks — mandatory CI gates, automated security scans, full session audit trails, and enforced review. The net risk depends on configuration quality. A well-configured Devin with proper review gates may produce lower-risk changes than a human developer who skips tests or self-merges",1,The claim is correct — AI is less reliable than humans and introduces more security vulnerabilities,,The claim is incorrect — AI produces more consistent and therefore safer code than humans,,The claim is irrelevant because human reviewers catch all AI-introduced vulnerabilities,,,,N
196,MULTICHOICE,Evaluation,Difficult,"Security, Governance & Compliance","Evaluate the security trade-off of giving Devin access to observability tools (Datadog, logs) for incident response vs. restricting all data access.",N,"Read-only observability access enables automated incident triage (reducing MTTR) without write access to production systems. The risk is exposure to potentially sensitive log data. Mitigation: configure log queries to exclude PII fields, use the MCP server to control which queries are possible, and ensure the observability credentials are read-only. The security posture is acceptable when the MTTR reduction outweighs the controlled data exposure risk, and logs are already accessible to the broader engineering team",1,Never give Devin access to any production data including logs — the security risk is never justified,,Give full read-write access to all observability tools — the agent needs complete context to be effective,,Only allow log access during incident hours and revoke immediately after resolution,,,,N
197,MULTICHOICE,Evaluation,Difficult,"Security, Governance & Compliance",Evaluate the governance model where Devin Review is used as a first-pass reviewer before human review. Does this create compliance issues or resolve them?,N,"It resolves compliance concerns by adding a quality layer: Devin Review catches bugs, security issues, and style problems before human review, making human reviewers more effective. It does NOT replace human approval for compliance purposes — the human is still the final authority. This layered approach (automated first-pass + human final approval) exceeds the governance requirements of human-only review for most frameworks",1,It creates compliance issues because an AI system is making review decisions about code,,It resolves all compliance concerns and eliminates the need for human review,,It is governance-neutral — Devin Review has no impact on the compliance posture,,,,N
198,MULTICHOICE,Evaluation,Difficult,"Security, Governance & Compliance",A client proposes: 'We will trust Devin fully — no human review required for changes to non-production branches and test files.' Evaluate this relaxation of controls.,N,"This is a reasonable risk-based approach for LOW-risk artifacts (test files, documentation, dev-only configs) where incorrect changes have no production impact and are easily reversible. However, the architect should still maintain: CI must pass, SAST must pass, and auto-merge should be limited to specific file patterns. This is a graduated trust model — not blanket removal of all controls",1,This is unacceptable — every change must be human-reviewed regardless of risk level,,This is ideal — extend it to all code changes to maximize velocity,,This only works if Devin Review is configured as the replacement reviewer for these changes,,,,N
199,MULTICHOICE,Evaluation,Difficult,"Security, Governance & Compliance",Evaluate whether Devin's architecture satisfies the 'defense in depth' principle for preventing unauthorized code from reaching production.,N,"Yes — multiple independent layers: (1) session isolation (attacker in one session cannot affect others), (2) branch protection (cannot push directly to main), (3) CI checks (automated quality gates), (4) SAST/security scans (vulnerability detection), (5) Devin Review (automated bug detection), (6) human review (architectural judgment), (7) merge approval (human authorization). Compromising one layer does not bypass the others. This is textbook defense in depth",1,No — Devin can bypass all layers by pushing directly to main since it has Git access,,"Partially — the layers exist but they all depend on the same platform, creating a single point of failure",,"Yes, but only if all seven layers are configured — most organizations skip several",,,,N
200,TRUEFALSE,Evaluation,Difficult,"Security, Governance & Compliance",An architect who configures Devin with org-wide admin-level GitHub credentials to 'make things simpler' is following security best practices because it reduces configuration complexity.,N,True,,False,1,,,,,,,N
201,MULTICHOICE,Application,Average,Cross-Cutting Design Scenarios,A client with 80 microservices wants: automated security remediation + quarterly framework upgrades + incident response + team onboarding. Each service has different tech stacks. Apply the platform patterns to design the initial architecture.,N,"Security: event-driven (SAST webhook → per-repo child sessions). Upgrades: quarterly campaign (parent-child, batched by tech stack group, playbook per stack). Incident: event-driven (alert → single session with MCP access to logs). Onboarding: campaign playbook for new repos (blueprint + Knowledge generation). All unified by: repo-scoped secrets per service, tech-stack-grouped blueprints, shared org-level Knowledge for cross-cutting standards",1,One comprehensive playbook that handles all four concerns for any service,,"80 separate Devin configurations, one per service, each handling all four concerns",,Hire a dedicated DevOps team to manually coordinate Devin for each concern,,,,N
202,MULTICHOICE,Application,Average,Cross-Cutting Design Scenarios,A client is migrating from a monolith to microservices while simultaneously modernizing from .NET Framework to .NET 8. Both efforts must proceed in parallel without blocking each other. Design the coordination architecture.,N,"Two parallel workstreams with independent branches: (1) Modernization: sequential single-agent sessions that upgrade the monolith in-place (.NET Framework → .NET 8) on a modernization branch. (2) Decomposition: sequential extraction sessions that carve services from the modernized monolith. Coordination: modernization branch must be stable before decomposition starts extracting from it — this creates a handoff dependency. Both workstreams share Knowledge notes about architecture decisions. Result: modernize first, then decompose — not truly parallel for the same code, but parallel planning is viable",1,Spawn 80 child agents to simultaneously extract microservices AND upgrade .NET in one pass,,Do both transformations in a single branch to avoid merge complexity,,Fully parallelize both workstreams with different Devin organizations — merge at the end,,,,N
203,MULTICHOICE,Synthesis,Average,Cross-Cutting Design Scenarios,A client needs a complete Devin architecture for their DevSecOps pipeline: code → build → test → scan → deploy staging → validate → deploy prod. Design where Devin participates at each stage.,N,"Code: Devin implements tasks (event/manual trigger) → Build: blueprint ensures local build capability, Devin verifies before pushing → Test: Devin runs unit tests locally, monitors CI for integration tests → Scan: SAST runs in CI, findings trigger remediation sessions → Deploy staging: CD pipeline (not Devin) deploys merged code → Validate: event-driven Devin session runs smoke tests against staging → Deploy prod: human approval gate in CD pipeline. Devin touches code/test/scan/validate but never directly deploys",1,Devin handles the entire pipeline end-to-end including production deployment,,Devin only participates in the code and test phases — everything else is handled by existing CI/CD,,Devin is a replacement for the CD pipeline and handles all deployment logic,,,,N
204,MULTICHOICE,Analysis,Difficult,Cross-Cutting Design Scenarios,"A financial services client needs: real-time fraud rule updates (within 4 hours of detection), zero customer data exposure to the agent, full audit trail, and multi-team review (security + engineering). Analyze which platform patterns combine to satisfy all four requirements simultaneously.",N,"4-hour SLA: event-driven trigger from fraud detection system → immediate session. Zero data exposure: repo-scoped secrets (no prod access), synthetic test data in blueprint. Audit trail: session log + PR + CI + merge record = full chain. Multi-team review: PR requires approvals from both security team and engineering team (branch protection rules with multiple required reviewers from different teams). All patterns are composable and independently satisfied",1,A dedicated Devin session that continuously monitors the fraud system and pushes changes in real-time,,The requirements are contradictory — fast response (4 hours) cannot coexist with multi-team review,,Parent-child pattern with security team's child reviewing engineering team's child output,,,,N
205,MULTICHOICE,Analysis,Difficult,Cross-Cutting Design Scenarios,"A platform team supports 15 product teams. They want Devin to: maintain shared infrastructure (IaC), respond to cross-cutting incidents, enforce platform standards, and provide self-service tooling. Analyze the organizational architecture needed.",N,"Platform team owns: org-level blueprint (shared infra tools), org-level Knowledge (platform standards), cross-cutting automation rules (incidents, compliance). Product teams own: repo-level blueprints (their tech stacks), team-scoped Knowledge (domain conventions), team-specific playbooks. Automation routing: platform incidents → platform team's automation; product incidents → respective product team's automation. Shared MCP servers for observability. This creates appropriate ownership boundaries while sharing the org-level foundation",1,Platform team manages all Devin configuration; product teams only consume sessions without any configuration authority,,Each product team has their own Devin org; the platform team has a 16th org for infrastructure only,,"One flat configuration where all teams see all Knowledge, all playbooks, all secrets",,,,N
206,MULTICHOICE,Analysis,Difficult,Cross-Cutting Design Scenarios,"A client is implementing Devin across three locations (US, EU, APAC) with data residency requirements. EU code must not be processed in US data centers. Analyze the architectural constraints.",N,"The architecture must ensure: EU repository sessions run on VMs in EU regions, secrets for EU services are scoped to EU repos only, and session logs for EU sessions are stored within EU boundaries. This requires: verifying platform region capabilities, configuring geo-aware automation rules, and potentially separate session routing for different repo groups. The org-level vs. repo-level configuration hierarchy naturally supports this via repo-scoped settings",1,Data residency is not a concern for code since source code is not personal data under GDPR,,Use a single US region for all processing but encrypt everything in transit,,Create three separate Devin organizations (one per region) with no shared configuration,,,,N
207,MULTICHOICE,Analysis,Difficult,Cross-Cutting Design Scenarios,An organization runs both greenfield (new services) and brownfield (legacy maintenance) work. Analyze how the Devin architecture should differ between these two modes.,N,"Greenfield: single-agent sessions with detailed architecture guidance in Knowledge, humans drive design decisions, Devin implements after human planning phase. Brownfield: event-driven/scheduled sessions for maintenance, campaigns for modernization, more prescriptive playbooks since patterns are established. Key difference: greenfield needs more human-in-the-loop at design phase; brownfield benefits from higher automation with established patterns. Both share the same platform but use different automation maturity levels",1,No difference — the same configuration works for both greenfield and brownfield,,Greenfield should not use Devin because AI cannot do novel architecture design,,Brownfield should use a completely different platform because legacy code requires specialized tools,,,,N
208,MULTICHOICE,Analysis,Average,Cross-Cutting Design Scenarios,"A client wants Devin to support both their inner-loop development (quick iterations) and outer-loop operations (CI/CD, deployments, monitoring). Analyze how the two-tier model (cloud + local agents) maps to these loops.",N,"Inner loop (fast feedback, interactive): Local agents (Devin CLI/Desktop) for exploration, prototyping, quick fixes — developer stays in the loop. Outer loop (autonomous, background): Cloud Devin for CI monitoring, event-driven responses, scheduled maintenance, campaigns — developer delegates and reviews results. The /handoff command bridges the two: start locally (inner loop), delegate to cloud (outer loop). This maps each tier to its natural strength",1,Both loops should use cloud Devin exclusively for consistency,,Inner loop should use local agents exclusively; outer loop should use traditional CI/CD without Devin,,The two-tier model does not map to inner/outer loops — both tiers serve the same purpose,,,,N
209,MULTICHOICE,Analysis,Difficult,Cross-Cutting Design Scenarios,A large enterprise has 500 engineers across 30 teams with diverse maturity levels — some teams use CI/CD extensively while others deploy manually. Analyze the rollout strategy that maximizes adoption across this heterogeneity.,N,"Stratified rollout: (1) Start with mature teams who already have CI/CD — they benefit immediately from event-driven patterns and campaigns. (2) Use their success to build playbooks and configuration templates. (3) Roll out to mid-maturity teams with the proven templates — they get value from automated maintenance without needing full CI/CD. (4) Finally, help low-maturity teams use Devin to build their CI/CD and testing infrastructure. Each tier's success provides patterns for the next. Shared org-level configuration provides a foundation for all tiers",1,Force all 500 engineers to adopt Devin simultaneously with a single training session,,Only onboard teams that already have full CI/CD maturity — skip the rest,,Start with the least mature teams since they have the most to gain from automation,,,,N
210,MULTICHOICE,Analysis,Difficult,Cross-Cutting Design Scenarios,"A client's architecture includes: microservices (Java/Kotlin), a data platform (Python/Spark), mobile apps (Swift/Kotlin), and shared libraries (TypeScript). Each domain has different testing philosophies, deployment cadences, and team cultures. Analyze how to design a unified Devin architecture that respects these differences.",N,"Unified org-level foundation: Git connections, shared security standards (Knowledge), common tools (Docker). Domain-specific configuration: separate repo-level blueprints per tech stack, domain-scoped Knowledge notes (microservices testing patterns vs. data pipeline validation vs. mobile UI testing), domain-specific playbooks. Automation topology: different trigger sensitivities per domain (microservices: immediate CI response; data: scheduled pipeline validation; mobile: on-release testing). The architecture is hierarchical: org → domain → repo",1,One large blueprint and playbook set that works for all domains simultaneously,,Four completely separate Devin organizations with no shared configuration,,"Standardize all teams onto one tech stack first, then configure Devin — heterogeneity is the real problem",,,,N
211,MULTICHOICE,Synthesis,Difficult,Cross-Cutting Design Scenarios,Design a complete Devin architecture for a startup that is scaling from 5 to 50 engineers over 12 months. The architecture must grow with the team without requiring re-architecture at each stage.,N,"Foundation (now, 5 engineers): Git + secrets + one repo blueprint + basic Knowledge. Growth (month 3-6, 15 engineers): team-scoped Knowledge, playbooks for recurring tasks, first event-driven automation, MCP integrations. Scale (month 6-12, 50 engineers): campaign capability, multi-team Knowledge governance, comprehensive automation topology, ACU budgets per team. Key design: use scope triggers and repo-level configuration from the start — these naturally partition as teams form without migration. Avoid org-level overloading that would need restructuring later",1,Build the full 50-engineer architecture on day 1 to avoid future re-work,,No architecture needed — startups should use Devin ad-hoc until they are large enough to justify structure,,Start with a single all-encompassing Devin session that handles all tasks for the 5-person team,,,,N
212,MULTICHOICE,Synthesis,Difficult,Cross-Cutting Design Scenarios,"Design a disaster recovery architecture for Devin automation. If the primary automation system fails (webhooks stop, scheduled sessions do not fire), how should the client maintain continuity?",N,"(1) Monitoring: health check on automation endpoints — alert when webhooks are not received within expected SLA. (2) Dead letter queue: failed webhook deliveries are stored and replayed when service recovers. (3) Manual fallback: engineering team can trigger sessions directly via UI/API for urgent work. (4) Idempotent design: when automation recovers, replaying queued events does not create duplicate sessions. (5) Stateless triggers: no automation state that cannot be reconstructed from event sources. This ensures no work is lost and the system self-heals",1,Run two Devin organizations in active-active mode and failover between them,,Accept that automation failures mean manual work until the system recovers — no design needed,,Keep a dedicated engineer on-call whose job is to manually trigger Devin sessions if automation fails,,,,N
213,MULTICHOICE,Synthesis,Difficult,Cross-Cutting Design Scenarios,Design an architecture that supports a client's requirement for 'AI-assisted continuous delivery' — where Devin participates in every stage from commit to production deployment without removing human oversight.,N,Commit: developer pushes (or Devin session completes and pushes) → PR opened. Review: Devin Review (automated first-pass) + human review (approval gate). Build/Test: CI pipeline (not Devin). Scan: SAST in CI → findings trigger remediation sessions. Deploy staging: CD pipeline on merge. Validate staging: event-driven Devin session runs acceptance tests. Production gate: human approval in CD pipeline (Devin cannot approve). Deploy prod: CD pipeline. Monitor: Devin responds to post-deploy alerts. Each stage has clear human vs. agent vs. pipeline ownership,1,Devin manages the entire CD pipeline including production deployment decisions,,Devin only participates in the commit and review stages — CD is out of scope for AI,,Replace the CD pipeline entirely with Devin sessions that deploy using shell commands,,,,N
214,MULTICHOICE,Synthesis,Difficult,Cross-Cutting Design Scenarios,"Design a multi-tier testing architecture where Devin operates at: unit level (fast), integration level (medium), and system level (slow). Define what Devin does at each tier and how the tiers connect.",N,"Unit tier (Devin VM, seconds): Devin runs unit tests locally for fast feedback before pushing — catches syntax, logic errors, and regressions immediately. Integration tier (CI, minutes): after push, CI runs integration tests — Devin monitors, reads failure logs, and iterates. System tier (staging, hours): after merge + deploy to staging, event-driven Devin session runs end-to-end tests against staging environment. Connection: each tier gates the next — unit must pass before push, integration before merge, system before production. Failures at any tier trigger Devin's iterate-or-escalate loop",1,Run all three test tiers on Devin's VM to minimize feedback loop time,,Only run unit tests via Devin — integration and system testing are manual human activities,,Run all tests in CI only — Devin should not run any tests locally to avoid environment drift,,,,N
215,MULTICHOICE,Synthesis,Difficult,Cross-Cutting Design Scenarios,"Design a complete automation topology for a SaaS company's operations: incident response, dependency management, security compliance, feature delivery, and technical debt reduction. Show how these interact.",N,"Incident: alert webhook → immediate session (MCP: logs/metrics) → fix PR or escalation. Dependencies: weekly cron → parent-child campaign (per-service). Security: SAST webhook → remediation session per finding group. Features: Jira ticket trigger → implementation session. Tech debt: monthly cron → analysis parent → prioritized child sessions for top items. Interactions: security scans cover dependency PRs (catch vuln bumps), incident fixes may trigger tech debt items, feature implementations trigger Devin Review. All share org context layer. Priority: incidents pre-empt scheduled work (separate from batch sessions)",1,One comprehensive scheduled session that handles all five concerns every night,,Five independent Devin configurations that never interact with each other,,Only automate incident response and dependency management — the rest should remain manual,,,,N
216,MULTICHOICE,Synthesis,Difficult,Cross-Cutting Design Scenarios,"Design an architecture for a client migrating from monorepo to polyrepo. During the 6-month transition, Devin must support both structures simultaneously, with some code existing in both locations.",N,"Phase 1: blueprint and Knowledge configured for monorepo. Phase 2 (transition): both blueprints active — monorepo sessions have Knowledge about which code is moving, polyrepo sessions have Knowledge about dependencies still in monorepo. Cross-reference Knowledge notes tell Devin where to find code during transition. Phase 3: deprecated monorepo references removed from Knowledge. Key: use Knowledge note scoping so monorepo sessions get monorepo guidance and polyrepo sessions get polyrepo guidance. Campaign to move automations from monorepo triggers to polyrepo triggers progressively",1,Complete the migration before configuring Devin — it cannot handle the transitional state,,Configure Devin only for the polyrepo and ignore the monorepo during transition,,Maintain duplicate configurations forever and let Devin figure out which to use,,,,N
217,MULTICHOICE,Synthesis,Difficult,Cross-Cutting Design Scenarios,"Design the complete platform architecture for an SI (Systems Integrator) that delivers Devin solutions to multiple clients. Each client has different security requirements, tech stacks, and automation maturity. The SI needs to: maintain reusable assets, isolate client data, and scale delivery.",N,"Separate Devin organizations per client (data isolation). SI-internal org for developing reusable playbooks and templates. Client onboarding playbook: analyze client stack → configure org → create blueprints → seed Knowledge. Reusable assets: playbook library (framework upgrades, security remediation, migration patterns) copied into client orgs. Scaling: standardized onboarding process means new client delivery uses proven templates. Knowledge: SI institutional knowledge (engagement patterns) in SI org, client-specific knowledge in client orgs",1,One shared Devin organization for all clients with Knowledge notes to separate contexts,,A custom Devin fork for each client's specific requirements,,No shared assets — build everything from scratch per client engagement,,,,N
218,MULTICHOICE,Synthesis,Difficult,Cross-Cutting Design Scenarios,Design a progressive trust model for Devin: from initial deployment (zero trust) to mature operation (high trust). Define what changes at each trust level and what criteria must be met to advance.,N,"Level 1 (Zero trust): manual session creation only, human review of every PR, no automations. Advance when: 20+ sessions with >90% first-pass quality. Level 2 (Basic trust): event-driven triggers for low-risk tasks (dep bumps, doc updates), auto-merge for test-only changes. Advance when: 50+ automated sessions with no incidents. Level 3 (Operational trust): campaigns, scheduled maintenance, security remediation automation. Advance when: campaign success rate >95%. Level 4 (Strategic trust): complex multi-domain automations, incident response, cross-team campaigns. Each level requires demonstrated reliability at the previous level",1,"Deploy full automation from day 1 — trust is built by exposure, not by limiting capabilities",,Stay at zero trust permanently — AI agents should never be trusted with autonomous action,,Trust levels should be per-team rather than organization-wide since teams have different risk tolerance,,,,N
219,MULTICHOICE,Synthesis,Difficult,Cross-Cutting Design Scenarios,"Design an architecture that handles a 'day 2' scenario: the initial Devin deployment is successful, but 6 months later the team has: 200 Knowledge notes (many stale), 50 automations (some conflicting), and session volume outpacing review capacity. Design the remediation architecture.",N,"Knowledge hygiene: audit scope triggers, remove unused notes (not triggered in 3 months), consolidate overlapping notes, assign ownership. Automation cleanup: map all triggers to identify conflicts/redundancy, add rate limiting, deduplicate overlapping rules. Review scaling: add Devin Review as first-pass to reduce human review burden, implement concurrency limits on campaigns to match review capacity, prioritize automations by value (security > maintenance > docs). Governance: quarterly configuration review, ownership model, change approval for new automations",1,Delete everything and start over with a clean configuration,,Accept the sprawl as the natural cost of automation at scale — no remediation needed,,Reduce session volume by removing automations until review capacity matches,,,,N
220,MULTICHOICE,Synthesis,Difficult,Cross-Cutting Design Scenarios,Design a cost optimization architecture for a client running 500+ Devin sessions per week. Identify where ACU waste occurs and how to reduce it without reducing output quality.,N,Waste sources and mitigations: (1) Blueprint optimization: bake deps into snapshot (eliminate install time per session). (2) Local testing before push (reduce CI iteration cycles from 3 to 1). (3) Knowledge notes for common mistakes (reduce rework iterations). (4) Playbook refinement (reduce failed sessions that produce no output). (5) Trigger filtering (eliminate low-value sessions). (6) Concurrency tuning (prevent sessions waiting for rate-limited resources). Measurement: track ACU-per-merged-PR as efficiency metric — improvements compound as configuration matures,1,Reduce the number of sessions by making each session handle more tasks sequentially,,Switch to a cheaper AI model to reduce per-session ACU cost,,Set hard ACU limits per session and terminate any session that exceeds the budget,,,,N
221,MULTICHOICE,Evaluation,Difficult,Cross-Cutting Design Scenarios,Evaluate the architectural decision to use Devin for both routine maintenance AND strategic migrations. A colleague argues these should use different platforms. Who is correct?,N,"Using one platform for both is architecturally sound — the shared context layer (Knowledge, blueprints, playbooks) creates compounding value across both use cases. Routine maintenance refines the configuration that migrations benefit from. Different platforms would require duplicate configuration, lose cross-pollination benefits, and increase operational complexity. The patterns (single agent, parent-child, event-driven, scheduled) naturally accommodate both modes",1,The colleague is correct — routine maintenance needs a simple scheduler while migrations need specialized tools,,"Neither is fully correct — maintenance should use Devin and migrations should use dedicated migration platforms (e.g., AWS Migration Hub)",,The colleague is correct because mixing workload types on one platform creates resource contention,,,,N
222,MULTICHOICE,Evaluation,Difficult,Cross-Cutting Design Scenarios,"Evaluate a client's proposed architecture: 'We will use Devin exclusively for implementation — all design, testing strategy, and architecture decisions will be made by humans first, documented in Confluence, then handed to Devin as specifications.' Is this optimal?",N,"This is a solid foundation (human design → agent implementation) but leaves value on the table. Devin can also assist with: research/analysis during design phase, test strategy execution (not just following a human-defined strategy), automated verification during implementation, and ongoing maintenance after initial delivery. The gray-zone pattern (agent research → human decision → agent implementation → human review) is more productive than pure 'design → implement' handoff",1,This is the optimal architecture — humans should always make all decisions and Devin should only execute,,This is suboptimal — Devin should participate in design decisions using its codebase knowledge,,This is unnecessary — just give Devin the requirements directly without the intermediate Confluence step,,,,N
223,MULTICHOICE,Evaluation,Difficult,Cross-Cutting Design Scenarios,A client achieved 10x faster delivery using Devin campaigns but code review quality dropped because reviewers are overwhelmed. Evaluate whether this is a net positive or negative outcome.,N,"Net negative if review quality drops below the threshold needed to catch production issues. The velocity gain is illusory if defects increase. Solution: recalibrate concurrency to review capacity, add Devin Review as first-pass (reduce human review burden), establish quality metrics (defect escape rate), and only increase campaign velocity to the point where review quality remains acceptable. True velocity = merged quality code, not just opened PRs",1,Net positive — faster delivery always outweighs review concerns since CI catches bugs automatically,,Net negative — the team should revert to manual implementation to restore review quality,,Net positive — reviewers will adapt to the higher volume over time without intervention,,,,N
