Q. No,QuestionType,Blooms Category,Difficulty Level,Topic,QuestionText,MultipleAnswer Allowed,Option1,CA - 1,Option2,CA - 2,Option3,CA - 3,Option4,CA - 4,Option5,CA - 5,Error Flag
179,MULTICHOICE,Comprehension,Average,Orchestration Patterns,Why is it important to set a maximum concurrency limit when spawning child agents?,N,"Too many concurrent agents can overwhelm CI pipelines, exceed API rate limits, or exhaust quota-limited resources",1,There is no need for concurrency limits,,Concurrency limits are required by the platform,,Concurrency limits improve code quality,,,,N
180,MULTICHOICE,Application,Easy,Orchestration Patterns,Your team wants automatic dependency updates every Monday morning. Which orchestration pattern should be used?,N,"Scheduled: configure a cron-based session that runs every Monday, checks for updates, and opens PRs",1,Event-driven: trigger updates when a new version is published,,Parent-child: spawn a child for each dependency to check,,Single agent: manually start a session every Monday,,,,N
181,MULTICHOICE,Application,Average,Orchestration Patterns,A developer needs to upgrade Spring Boot from 2.7 to 3.2 across 12 microservices. Which orchestration pattern is most appropriate?,N,"Parent-child: parent creates an upgrade playbook, spawns 12 children (one per service)",1,Single agent: one session upgrades all 12 sequentially,,Scheduled: run one upgrade per week for 12 weeks,,Event-driven: trigger an upgrade when each service's CI fails,,,,N
182,MULTICHOICE,Application,Average,Orchestration Patterns,A security team has 500 open Snyk findings across 80 repos. Which pattern should they use?,N,"Parent-child: parent analyzes findings, creates a remediation playbook, and spawns child agents for parallel remediation",1,Single agent: one session to fix all 500 findings,,Scheduled: fix 10 findings per week on a schedule,,Manual: assign each finding to a developer,,,,N
183,MULTICHOICE,Application,Average,Orchestration Patterns,A ticket is tagged 'Devin:Implementation' in Jira. Which orchestration pattern handles this?,N,"Event-driven: a webhook fires on the tag transition, triggering a Devin session that reads the ticket and implements the task",1,Scheduled: check Jira for new tags every hour,,Parent-child: spawn a child to read the ticket and another to implement,,Single agent: a developer copies the ticket details into a manual session,,,,N
184,MULTICHOICE,Application,Average,Orchestration Patterns,Your team wants to generate unit tests for 200 uncovered modules across 15 repos. Which pattern and why?,N,"Parent-child: parent identifies uncovered modules, creates a test generation playbook, spawns children — one per module or batch per repo",1,Single agent: one session generates all 200 test files,,Event-driven: trigger test generation when coverage drops,,Scheduled: generate tests for 10 modules per week,,,,N
185,MULTICHOICE,Application,Average,Orchestration Patterns,A team wants both proactive maintenance (weekly dep bumps) and reactive remediation (fix CI failures). How should they configure orchestration?,N,Use two separate configurations: a scheduled session for weekly bumps AND an event-driven trigger for CI failure auto-fix — both coexist independently,1,Pick one pattern — you cannot mix them,,Use a single parent agent to handle both,,Create a master session that delegates to other patterns,,,,N
186,MULTICHOICE,Application,Average,Orchestration Patterns,A company needs to translate 300 SAS ETL jobs to Python. How should the campaign be structured?,N,"Parent-child: parent analyzes the catalog, creates a translation playbook with golden-file testing, spawns child agents per job or batch",1,Single agent: one session translates all 300 jobs,,Event-driven: trigger translation when a SAS job is modified,,Scheduled: translate 5 jobs per week for 60 weeks,,,,N
187,MULTICHOICE,Application,Difficult,Orchestration Patterns,A CI pipeline fails on a feature branch. You want Devin to automatically diagnose and fix the failure. Which setup is needed?,N,"Event-driven: configure a webhook triggered on CI failure, passing failure logs as context. Include a safeguard to filter out failures caused by Devin's own commits.",1,Scheduled: run a session every hour to check for failures,,Parent-child: spawn a child agent for each failing test,,Single agent: manually start a session after each failure,,,,N
188,MULTICHOICE,Application,Difficult,Orchestration Patterns,A SAST scan finds 25 HIGH severity vulnerabilities in a single repo. Should you use single agent or parent-child?,N,"Single agent is sufficient since all findings are in one repo — the agent can remediate sequentially, re-scan, and open one comprehensive PR",1,Always use parent-child for more than 5 findings,,Always use a single agent regardless of the count,,Use a scheduled session to fix one finding per day,,,,N
189,MULTICHOICE,Application,Difficult,Orchestration Patterns,Design an event-driven pipeline where a SAST scan triggers Devin to remediate HIGH severity findings.,N,SAST webhook on scan completion → trigger layer filters for HIGH+ findings → calls Devin API with finding details → Devin remediates → re-runs scan to verify → opens PR,1,Have Devin run the SAST scan on a schedule and fix everything,,Configure Devin to watch the SAST tool's web dashboard,,Manually copy-paste scan results into a Devin session each time,,,,N
190,MULTICHOICE,Analysis,Easy,Orchestration Patterns,Why is idempotency important for event-driven session triggers?,N,"Without idempotency, the same event could trigger multiple duplicate sessions performing the same work",1,Idempotency makes sessions run faster,,Idempotency is a compliance requirement,,Idempotency prevents security vulnerabilities,,,,N
191,MULTICHOICE,Analysis,Average,Orchestration Patterns,Compare the single-agent and parent-child patterns. When does the overhead of parent-child NOT justify its use?,N,When the task is a single well-defined unit of work in one repo — parent-child overhead is not justified for tasks a single agent can complete,1,Parent-child is always justified because parallelism is always faster,,Single agent is never sufficient for any real work,,The patterns are interchangeable with no trade-offs,,,,N
192,MULTICHOICE,Analysis,Average,Orchestration Patterns,Analyze the relationship between Playbooks and the parent-child pattern. Could you run parent-child without Playbooks?,N,"Technically yes, but Playbooks are critical for consistency — without them each child may interpret the task differently",1,Playbooks are mandatory; the platform requires them,,Playbooks provide no value in the parent-child pattern,,Playbooks only work with single-agent sessions,,,,N
193,MULTICHOICE,Analysis,Average,Orchestration Patterns,A team set up scheduled dependency bumps but finds it opens PRs with breaking changes every week. What should they adjust?,N,"Refine the prompt to restrict updates to minor/patch versions only, include build verification, and auto-revert breaking changes",1,Disable the scheduled session,,Set the schedule to monthly instead of weekly,,Allow major version upgrades without restriction,,,,N
194,MULTICHOICE,Analysis,Average,Orchestration Patterns,Compare event-driven SAST remediation with scheduled SAST remediation. What are the trade-offs?,N,Event-driven reacts immediately (faster fix cycle) but requires webhook infrastructure; scheduled runs at fixed intervals (simpler setup) but may leave findings open between runs,1,Event-driven is always better,,Scheduled is always better,,There is no practical difference,,,,N
195,MULTICHOICE,Analysis,Difficult,Orchestration Patterns,"A parent agent spawned 50 children, but 5 failed while 45 succeeded. Analyze what should happen next.",N,"The parent should analyze the 5 failures for a common root cause. If unique, retry with adjusted prompts. If shared, fix the root cause and respawn all 5.",1,Ignore the 5 failures — 90% success is good enough,,Respawn all 50 children to ensure consistency,,Merge the 45 successful PRs and forget the 5 failures,,,,N
196,MULTICHOICE,Analysis,Difficult,Orchestration Patterns,Why might an event-driven remediation pipeline fail silently? What diagnostic steps would you take?,N,"Possible causes: webhook delivery failures, event filtering excluding targets, API rate limits, or agent's own events not filtered. Diagnose by checking webhook delivery logs, trigger layer execution, and session creation records.",1,Event-driven pipelines never fail silently,,The only cause is the SAST tool being offline,,Just restart the pipeline,,,,N
197,MULTICHOICE,Synthesis,Difficult,Orchestration Patterns,Design an end-to-end orchestration strategy for a company migrating from a monolith to microservices.,N,Phase 1 (single): Analyze domain boundaries. Phase 2 (human): Approve plan. Phase 3 (parent-child): Extract bounded contexts in parallel. Phase 4 (event-driven): Set up CI failure auto-fix. Phase 5 (scheduled): Weekly dependency hygiene.,1,Use a single session for the entire migration,,Only use parent-child for everything,,Skip the analysis phase,,,,N
198,MULTICHOICE,Synthesis,Difficult,Orchestration Patterns,Create a comprehensive automation plan combining all four orchestration patterns for ongoing operations.,N,"Single agent: ad-hoc bugs/features. Parent-child: quarterly upgrades, security campaigns. Event-driven: CI failure auto-fix, SAST remediation, ticket triggers. Scheduled: weekly dep bumps, monthly dead code cleanup, quarterly license audits.",1,Use only event-driven for everything,,Use only scheduled sessions,,Use only single agents — orchestration adds complexity,,,,N
199,MULTICHOICE,Synthesis,Difficult,Orchestration Patterns,Propose a safeguard framework for event-driven Devin sessions to prevent runaway automation.,N,1. Filter agent's own events. 2. Max retry count per trigger. 3. Idempotency keys. 4. Circuit breaker after N consecutive failures. 5. Human approval for critical-path changes. 6. Session cost/time budgets.,1,Just filter the agent's own events,,No safeguards needed,,Only allow one event-driven session globally at a time,,,,N
200,MULTICHOICE,Evaluation,Difficult,Orchestration Patterns,A team argues that event-driven automation is too risky because it runs without human initiation. Evaluate this concern and suggest mitigations.,N,"Valid but manageable: mitigate with event filtering, idempotency, retry limits, circuit breakers, and PR-as-safety-net (agent proposes, human merges). The risk of NOT automating often exceeds the risk of well-guarded automation.",1,Entirely unfounded — event-driven is always safe,,Correct — event-driven should never be used,,The only mitigation needed is monitoring,,,,N
201,TRUEFALSE,Knowledge,Easy,Task Selection & Verifiability,The core question for determining whether a task is suitable for Devin is: 'Can success be verified without human judgment?',N,True,1,False,,,,,,,,N
202,MULTICHOICE,Knowledge,Easy,Task Selection & Verifiability,Which of the following task categories is well-suited for AI agents?,N,Bug fixes with clear reproduction steps and failing tests,1,Novel architecture design requiring trade-off analysis,,Resolving team disagreements about coding style,,Making hiring decisions based on code quality,,,,N
203,TRUEFALSE,Knowledge,Easy,Task Selection & Verifiability,Tasks that require information from undocumented meetings or conversations are not suitable for Devin because the agent cannot access that context.,N,True,1,False,,,,,,,,N
204,MULTICHOICE,Knowledge,Average,Task Selection & Verifiability,What makes security vulnerability remediation a strong candidate for Devin?,N,SAST/SCA tools produce specific findings with advisory IDs; success is verified by re-running the scan,1,Security is always the highest priority task,,Devin has special security-focused AI capabilities,,Security fixes do not require testing,,,,N
205,TRUEFALSE,Knowledge,Average,Task Selection & Verifiability,"Gray-zone tasks are those that fall between clearly suitable and clearly unsuitable for AI agents, and they need decomposition into verifiable sub-tasks with human decision points.",N,True,1,False,,,,,,,,N
206,TRUEFALSE,Comprehension,Easy,Task Selection & Verifiability,"Version upgrades and dependency bumps are well-suited for Devin because the target state is clear, success is mechanically verifiable via tests, and the pattern is repeatable across targets.",N,True,1,False,,,,,,,,N
207,MULTICHOICE,Comprehension,Easy,Task Selection & Verifiability,Why is 'the same pattern applied to many targets' a characteristic of tasks suitable for AI agents?,N,Repetitive patterns benefit from agent parallelism — the methodology is validated once and applied consistently across N targets,1,Because AI agents can only handle repetitive work,,Because varied tasks require more expensive models,,Because repetitive tasks are easier to debug,,,,N
208,MULTICHOICE,Comprehension,Average,Task Selection & Verifiability,Explain why 'Make the dashboard look better' is unsuitable while 'Increase the title font to 24px and add 16px padding between cards' is suitable.,N,"The first is subjective (no objective measure); the second has specific, measurable changes that can be verified",1,The first is too short,,The first uses the word 'better' which the agent cannot interpret,,Both are equally suitable,,,,N
209,TRUEFALSE,Comprehension,Average,Task Selection & Verifiability,"Politically sensitive code changes are unsuitable for AI agents because they require human communication, buy-in, and organizational context.",N,True,1,False,,,,,,,,N
210,MULTICHOICE,Comprehension,Difficult,Task Selection & Verifiability,Why is the recommendation to 'use the agent for implementation after the decision is made' important for politically sensitive changes?,N,The agent efficiently handles mechanical implementation while the human handles organizational communication and consensus-building — separating execution from decision-making,1,Because the agent might make the wrong political decision,,Because the agent's PRs are too transparent,,Because political changes require a special license,,,,N
211,TRUEFALSE,Application,Easy,Task Selection & Verifiability,Code migrations and language translations are suitable for Devin because correctness can be verified through golden-file testing and output parity comparison.,N,True,1,False,,,,,,,,N
212,MULTICHOICE,Application,Easy,Task Selection & Verifiability,A developer has a bug report: 'The /api/orders endpoint returns 500 when quantity is zero. Failing test: test_order_zero_quantity.' Is this suitable for Devin?,N,"Yes — it has clear reproduction steps, a specific endpoint, and an existing failing test that defines success",1,No — bugs should always be fixed by humans,,Only if the bug is critical severity,,Only if the codebase has 100% test coverage,,,,N
213,MULTICHOICE,Application,Average,Task Selection & Verifiability,A product manager asks: 'Build an innovative new onboarding experience that delights users.' Is this suitable for Devin?,N,"No — it requires creative design decisions, subjective judgment about 'delight,' and unarticulated user research context",1,Yes — Devin can handle any feature development task,,Yes — if you add more specifics,,No — only because it involves frontend work,,,,N
214,MULTICHOICE,Application,Average,Task Selection & Verifiability,A team has 200 modules with less than 50% test coverage. They want to reach 80%. Is this a good Devin task?,N,"Yes — coverage reports define what is missing, success is measurable, and the pattern is repeatable. Use parent-child for parallel execution.",1,No — test generation requires human creativity,,Only if the modules are in one language,,Only if tests are already written and just need enabling,,,,N
215,MULTICHOICE,Application,Average,Task Selection & Verifiability,A developer wants to 'refactor the auth module.' How should this be evaluated for Devin suitability?,N,"Gray zone — decompose it: Stage 1 (agent) analyze, Stage 2 (human) decide approach, Stage 3 (agent) implement, Stage 4 (human) review",1,Perfectly suitable as-is,,Completely unsuitable — refactoring is always a human task,,Depends on the programming language,,,,N
216,MULTICHOICE,Application,Average,Task Selection & Verifiability,Dead code cleanup has been on the backlog for 6 months because it is always deprioritized. Is this a Devin task?,N,"Yes — it is well-defined, verifiable (code compiles, tests pass), low-risk, and ideal for a scheduled session",1,No — dead code cleanup requires human judgment,,Only if the team has time to review the PR,,No — dead code should stay for historical reference,,,,N
217,MULTICHOICE,Application,Average,Task Selection & Verifiability,A developer wants Devin to update API documentation after code changes. Evaluate this task.,N,"Suitable — the code is the source of truth, accuracy is objectively verifiable, and it can be triggered by events or scheduled",1,Unsuitable — documentation requires creative writing,,Only suitable if docs use a specific format,,Unsuitable — Devin cannot read code and generate text simultaneously,,,,N
218,MULTICHOICE,Application,Difficult,Task Selection & Verifiability,Your team needs to migrate 300 SAS ETL jobs to Python. How do you assess suitability?,N,"Highly suitable — input/output is well-defined, correctness is verifiable with golden-file testing, and the pattern is repeatable using parent-child orchestration",1,Unsuitable — language translation is too complex,,Only simple jobs should be given to Devin,,Unsuitable — SAS is too old for Devin,,,,N
219,MULTICHOICE,Application,Difficult,Task Selection & Verifiability,A compliance audit requires all dependencies to meet license policies across 80 repos. Is this suitable for Devin?,N,"Yes — license compliance has clear rules, is repeatable, and can be verified programmatically. Schedule quarterly audits with parent-child for parallel execution.",1,No — compliance requires a lawyer,,Only if repos use the same language,,No — auditing cannot be automated,,,,N
220,MULTICHOICE,Application,Difficult,Task Selection & Verifiability,A team wants Devin to implement a feature based on 'what customers want' without written requirements. What should they do first?,N,Write the requirements as a specification with concrete acceptance criteria before delegating — the agent cannot implement unarticulated intent,1,Give Devin access to customer support tickets,,Ask Devin to survey customers,,Tell Devin to do its best with the available codebase,,,,N
221,MULTICHOICE,Analysis,Easy,Task Selection & Verifiability,Why does the framework emphasize that Devin excels at work that 'would otherwise not get done'?,N,"The key insight is not replacing engineers but unlocking deferred work — tasks blocked by capacity, volume, priority, or difficulty",1,Because Devin can only handle trivial tasks,,Because important tasks should always be done by humans,,Because the platform is designed for low-priority work only,,,,N
222,MULTICHOICE,Analysis,Average,Task Selection & Verifiability,Compare test generation and novel architecture design as AI agent tasks. What fundamentally differentiates their suitability?,N,"Test generation has objective success criteria (coverage improves, behavior matches code) while architecture design requires subjective judgment about trade-offs",1,Test generation is easier; architecture design is harder,,Both are equally suitable with a detailed prompt,,Neither is suitable for AI agents,,,,N
223,MULTICHOICE,Analysis,Average,Task Selection & Verifiability,Why is 'safe to iterate' listed as a characteristic of suitable AI tasks?,N,"Because Devin works on branches and PRs — it never pushes directly to main, and humans always approve the merge",1,Because the agent automatically reverts bad changes,,Because iteration is only allowed on test environments,,Because the agent has a maximum number of iterations,,,,N
224,MULTICHOICE,Analysis,Average,Task Selection & Verifiability,A team has a mix of well-defined bugs and vague feature requests. How should they prioritize for Devin delegation?,N,"Delegate well-defined bugs first (high verifiability); for vague features, invest in requirement specification first",1,Delegate everything and see what Devin can handle,,Delegate only features for more business value,,Do not delegate anything until the backlog is fully groomed,,,,N
225,MULTICHOICE,Analysis,Difficult,Task Selection & Verifiability,"Analyze why 'subjective quality judgments' are problematic for AI agents, even when technically correct code is produced.",N,'Is this code clean?' and 'Does this API feel intuitive?' require cultural knowledge and empathy not fully encoded — the agent can follow codified standards but initial judgment of 'good' must come from humans,1,Subjective judgments are impossible for any software,,The agent's code is always high quality,,Subjective quality only matters for frontend code,,,,N
226,MULTICHOICE,Analysis,Difficult,Task Selection & Verifiability,A team's AI-delegated tasks consistently score 3/5 on verifiability. What does this suggest?,N,"They are selecting gray-zone tasks that should be decomposed into more granular, verifiable sub-tasks",1,Their scoring system is flawed,,A 3/5 score is perfectly acceptable,,They should stop using AI agents,,,,N
227,MULTICHOICE,Analysis,Difficult,Task Selection & Verifiability,Compare 'capacity-constrained' and 'urgency-oriented' triggers for Devin tasks. How do they differ?,N,"Capacity-constrained measures ongoing health (coverage %, dependency currency); urgency-oriented measures deadline compliance (migration before sunset, compliance before audit)",1,No difference — both measure cost savings,,Capacity-constrained tasks are always low priority,,Urgency-oriented tasks should never be given to AI agents,,,,N
228,MULTICHOICE,Synthesis,Difficult,Task Selection & Verifiability,Design a task classification system for a team evaluating their backlog for Devin delegation.,N,"Score each task on Verifiability, Clarity, and Judgment. Strong candidates: high verifiability + high clarity + judgment only at review. Gray zone: decompose into stages. Human-only: low verifiability, unarticulated intent, politically sensitive.",1,Simply classify as 'easy' or 'hard',,Sort by task size,,Classify by programming language only,,,,N
229,MULTICHOICE,Synthesis,Difficult,Task Selection & Verifiability,Propose a strategy for converting gray-zone tasks into strong AI candidates through progressive decomposition.,N,"1. Identify subjective decision points. 2. Create agent research phase. 3. Insert human decision gate. 4. Create agent implementation phase with specific instructions. 5. End with human PR review. Each phase has clear, verifiable outputs.",1,Give the entire task to Devin and hope for the best,,Skip gray-zone tasks entirely,,Discuss until the team agrees before involving Devin,,,,N
230,MULTICHOICE,Evaluation,Difficult,Task Selection & Verifiability,A CTO claims AI agents will handle all engineering tasks including architecture and creative design within 2 years. Evaluate against the task selection framework.,N,"The framework suggests otherwise: tasks requiring unarticulated intent, subjective judgment, and creative trade-off analysis remain human because they depend on context the model cannot access. AI will expand into more well-defined tasks, but verifiability sets the boundary.",1,Correct — AI capabilities are advancing rapidly,,Partially correct — AI will handle architecture but not creative design,,Incorrect — AI will never improve beyond current capabilities,,,,N
231,MULTICHOICE,Knowledge,Easy,Context Layer Configuration,What are the six components of Devin's shared context layer?,N,"Environment configurations (VM blueprints), Knowledge notes, Playbooks, MCP servers, Secrets, and Git connections",1,"Code, tests, documentation, CI, CD, and monitoring",,"Prompts, sessions, PRs, reviews, merges, and deployments",,"Users, teams, repos, branches, commits, and releases",,,,N
232,TRUEFALSE,Knowledge,Easy,Context Layer Configuration,"A Knowledge note in Devin is persistent, human-curated context that Devin retrieves automatically based on the task at hand.",N,True,1,False,,,,,,,,N
233,TRUEFALSE,Knowledge,Easy,Context Layer Configuration,"Playbooks are reusable, step-by-step procedures that encode proven methodology, ensuring every session that follows a playbook applies the same process.",N,True,1,False,,,,,,,,N
234,TRUEFALSE,Knowledge,Easy,Context Layer Configuration,Git connections in the shared context layer must be configured for each individual session.,N,True,,False,1,,,,,,,N
235,TRUEFALSE,Knowledge,Average,Context Layer Configuration,Automations in Devin's context layer are configured per individual session rather than at the organization level.,N,True,,False,1,,,,,,,N
236,TRUEFALSE,Knowledge,Average,Context Layer Configuration,"Playbooks in Devin are composable, meaning they can reference other playbooks to build complex multi-phase workflows from smaller, reusable components.",N,True,1,False,,,,,,,,N
237,MULTICHOICE,Knowledge,Average,Context Layer Configuration,What is the purpose of Git connections in Devin's context layer?,N,Repository access configured at the organization level so all sessions can clone and push to connected repos immediately,1,A tool for viewing Git commit history,,A way to connect multiple Git hosting providers,,A backup system for repositories,,,,N
238,MULTICHOICE,Comprehension,Average,Context Layer Configuration,Why is the shared context layer described as a 'one-time investment'?,N,"Once configured, every subsequent session for every team member inherits the configuration automatically",1,Because the configuration never needs updating,,Because the first configuration is free,,Because it only takes one hour to set up,,,,N
239,TRUEFALSE,Comprehension,Easy,Context Layer Configuration,"Configuring Devin's shared context layer benefits every session in the organization, not just the sessions of the person who configured it.",N,True,1,False,,,,,,,,N
240,MULTICHOICE,Comprehension,Average,Context Layer Configuration,Explain how Knowledge notes compound in value over time.,N,"As the team adds more standards and conventions, every future session starts with richer context — accumulated knowledge makes each session more effective",1,Knowledge notes become obsolete over time,,The notes do not change,,Notes are only useful for the first few sessions,,,,N
241,MULTICHOICE,Comprehension,Average,Context Layer Configuration,Why are Playbooks described as enabling 'scale' in the parent-child pattern?,N,"Because each child agent follows the same validated Playbook, enabling consistent execution across many targets without per-child customization",1,Because Playbooks make sessions faster,,Because Playbooks reduce per-session cost,,Because Playbooks are required for scaling,,,,N
242,MULTICHOICE,Comprehension,Average,Context Layer Configuration,What is the relationship between Knowledge notes and Devin's context retrieval?,N,Devin retrieves relevant Knowledge notes automatically based on the task — the developer does not need to reference them in the prompt,1,Knowledge notes must be manually pasted into every prompt,,Knowledge notes replace the need to read the codebase,,Knowledge notes are only used during Devin Review,,,,N
243,MULTICHOICE,Comprehension,Average,Context Layer Configuration,"Why are Playbooks versionable, and why does this matter?",N,"Versioning lets teams iterate and improve Playbooks while maintaining history — if a new version causes issues, they can revert",1,Versioning is a technical requirement with no practical benefit,,Only the latest version is ever used,,Versioning is only needed for compliance audits,,,,N
244,MULTICHOICE,Comprehension,Average,Context Layer Configuration,Explain the continuous improvement cycle: Initial Setup → First Sessions → Mature Operation → Compounding Value.,N,"Initial setup configures the environment; first sessions refine prompts and create playbooks; mature operation adds scheduled/event-driven automation; compounding value means less overhead, faster responses, consistent quality, scalable capacity",1,The cycle means Devin gets smarter without human input,,The cycle completes in one week,,The cycle only applies to large organizations,,,,N
245,MULTICHOICE,Application,Easy,Context Layer Configuration,Your team has coding standards documented in a wiki. How should these be made available to Devin?,N,"Create Knowledge notes containing the coding standards, scoped to the relevant repos",1,Paste the standards into every prompt,,Print the standards and post them near the team's desks,,Add the standards as comments in every source file,,,,N
246,MULTICHOICE,Application,Easy,Context Layer Configuration,How should a team handle evolving coding standards in their Knowledge notes?,N,Update the Knowledge notes when standards change — all future sessions will use the updated standards automatically,1,Create new notes and delete old ones,,Mention the updated standards in every prompt,,Standards should never change once documented,,,,N
247,MULTICHOICE,Application,Average,Context Layer Configuration,A team performs framework upgrades quarterly across 20 services. What context layer component should they create?,N,A Playbook encoding the proven upgrade methodology so every upgrade session follows the same validated process,1,A Knowledge note listing all 20 services,,A scheduled session,,A secret containing the framework version number,,,,N
248,MULTICHOICE,Application,Average,Context Layer Configuration,When should a team create a new Playbook versus using a detailed prompt?,N,"Create a Playbook when the same task recurs regularly and benefits from a validated, consistent methodology; use a detailed prompt for one-off tasks",1,Always use Playbooks,,Always use prompts,,Use Playbooks only for tasks longer than 1 hour,,,,N
249,MULTICHOICE,Application,Average,Context Layer Configuration,Your organization uses Datadog for monitoring and Jira for issue tracking. How should these be configured for Devin?,N,Set up Datadog and Jira as MCP servers at the organization level so every session can query them automatically,1,Include API keys in every prompt,,Ask Devin to log in via the browser,,Create separate sessions for each tool,,,,N
250,MULTICHOICE,Application,Average,Context Layer Configuration,A Playbook for security remediation needs to reference repo-specific SAST commands. How should this variability be handled?,N,"Make the SAST command a parameter that the parent agent or prompt fills in per-repo, while keeping the overall methodology consistent",1,Create a separate Playbook for each repo,,Hardcode all SAST commands in one Playbook,,Skip repos with different SAST tools,,,,N
251,MULTICHOICE,Application,Difficult,Context Layer Configuration,A team's Devin sessions frequently make API calls using a deprecated internal format. How should this be corrected?,N,Create a Knowledge note documenting the current API format and deprecation — Devin will retrieve this and use the correct format in future sessions,1,Fix each PR manually,,Retrain the AI model,,Disable API access in Devin's configuration,,,,N
252,MULTICHOICE,Application,Difficult,Context Layer Configuration,A new team joins the organization and needs to start using Devin. What shared context should they configure first?,N,1. Git connections. 2. VM blueprint with their tech stack. 3. Secrets for services/APIs. 4. Knowledge notes for coding standards. 5. MCP servers for their tools. This order gets them productive efficiently.,1,Just connect repos and start prompting,,Only configure Knowledge notes,,Wait until they have used Devin for a month,,,,N
253,MULTICHOICE,Analysis,Easy,Context Layer Configuration,How do Playbooks differ from prompts in terms of organizational value?,N,Playbooks encode institutional methodology that persists across team members and time; prompts are ephemeral and personal,1,Playbooks are just saved prompts with no additional value,,Prompts are more valuable,,No difference,,,,N
254,MULTICHOICE,Analysis,Average,Context Layer Configuration,Compare Knowledge notes and AGENTS.md files as context mechanisms. When should each be used?,N,"Knowledge notes are for the cloud tier (persistent, org-scoped, auto-retrieved). AGENTS.md is for local agents (read from the repo). Both serve similar purposes in different tiers.",1,Knowledge notes replace AGENTS.md entirely,,AGENTS.md replaces Knowledge notes entirely,,They serve completely different purposes,,,,N
255,MULTICHOICE,Analysis,Average,Context Layer Configuration,Why does the platform separate MCP server configuration from individual sessions?,N,Organization-level configuration means integrations are maintained centrally and available to every session without per-session setup,1,Because MCP servers can only handle one connection,,Because sessions are not secure enough,,Because MCP requires a special license,,,,N
256,MULTICHOICE,Analysis,Difficult,Context Layer Configuration,A team has 50 Knowledge notes but sessions still produce inconsistent results. What might be the problem?,N,"Too many notes may cause conflicts, outdated content, or overly broad scope — audit for conflicts, remove outdated notes, ensure specificity",1,50 notes is too few,,Knowledge notes have no impact on quality,,The AI model is ignoring the notes,,,,N
257,MULTICHOICE,Analysis,Difficult,Context Layer Configuration,Analyze the risk of NOT investing in the shared context layer and relying entirely on detailed prompts.,N,"Without the context layer, every session starts from scratch: setup wastes time, inconsistency grows, institutional knowledge is not captured, and scaling requires comprehensive prompts from every developer",1,There is no risk,,The only risk is slightly slower startup,,The context layer is optional,,,,N
258,MULTICHOICE,Synthesis,Difficult,Context Layer Configuration,"Design a Knowledge note strategy for a 100-person organization with 50 repos spanning Java, Python, and TypeScript.",N,"Layer 1 (org-wide): Universal standards. Layer 2 (stack-specific): Java/Python/TypeScript conventions. Layer 3 (repo-specific): Domain glossary, architecture decisions. Quarterly audit for outdated notes. Each team owns repo-level; platform team owns org-wide.",1,One note containing everything,,No notes — just AGENTS.md,,Separate knowledge bases per team with no sharing,,,,N
259,MULTICHOICE,Synthesis,Difficult,Context Layer Configuration,Propose a Playbook lifecycle management process for a team creating and maintaining multiple Playbooks.,N,"Creation: Draft from proven process, test with pilot. Versioning: Track changes. Review: Quarterly audit. Deprecation: Archive with pointer to replacement. Metrics: Track first-pass success rate.",1,Create all at once and never update,,Let each developer maintain independently,,Only create Playbooks for tasks that fail,,,,N
260,MULTICHOICE,Evaluation,Difficult,Context Layer Configuration,"A team asks whether they should build a comprehensive context layer before running their first sessions, or start immediately and build iteratively. Evaluate both.",N,"Iterative is better: start with minimal configuration (Git connections, basic blueprint, essential secrets), run sessions, add Knowledge notes and Playbooks based on observed gaps. This avoids over-engineering and ensures each addition addresses a real need.",1,Build everything first,,Start with no configuration at all,,Both produce the same outcomes,,,,N
261,TRUEFALSE,Knowledge,Easy,Troubleshooting & Failure Recovery,A common indicator that a Devin session is stuck in a loop is the agent encountering the same error repeatedly and pushing fixes that do not resolve it.,N,True,1,False,,,,,,,,N
262,TRUEFALSE,Knowledge,Easy,Troubleshooting & Failure Recovery,"After multiple failed CI iterations, Devin escalates to the user for help rather than looping indefinitely.",N,True,1,False,,,,,,,,N
263,TRUEFALSE,Knowledge,Average,Troubleshooting & Failure Recovery,"When a Devin session encounters a CI failure caused by an unavailable external API, the developer should ask Devin to retry the test multiple times until the API recovers.",N,True,,False,1,,,,,,,N
264,TRUEFALSE,Knowledge,Average,Troubleshooting & Failure Recovery,"When Devin cannot install a required dependency during a session, it typically indicates the dependency is missing from the blueprint or the session lacks network access to the package registry.",N,True,1,False,,,,,,,,N
265,TRUEFALSE,Comprehension,Easy,Troubleshooting & Failure Recovery,"When a session's scope is too large, the recommended approach is to terminate it and decompose the task into smaller, more focused sessions.",N,True,1,False,,,,,,,,N
266,MULTICHOICE,Comprehension,Average,Troubleshooting & Failure Recovery,Why is it important to distinguish between infrastructure failures and code failures when troubleshooting Devin sessions?,N,"Code failures are within the agent's ability to fix; infrastructure failures (unavailable services, missing tools) require human intervention",1,There is no practical difference,,Infrastructure failures are always the agent's fault,,Code failures are always more serious,,,,N
267,MULTICHOICE,Comprehension,Average,Troubleshooting & Failure Recovery,Explain why intervening with a PR comment is preferred over a mid-session message when a session is heading wrong.,N,"PR comments are contextual (attached to specific code) and persistent (part of the audit trail), making feedback actionable and traceable",1,PR comments are faster to send,,Mid-session messages are not supported,,No preference — both are equally effective,,,,N
